datetime,opt50Code,opt300Code,share50,share300,inOpt50Price,outOpt50Price,inOpt300Price,outOpt300Price,profit50,profit300,profit total
2020-09-15,OP10002238,OP10002650,-18742.84048413293,-10000,0.07750000059604645,0.07750000059604645,0.0892999991774559,0.0892999991774559,-0.0,-0.0,68.95443512835007
2020-09-16,OP10002238,OP10002650,-12381.089442073722,-10000,0.057500001043081284,0.057500001043081284,0.10450000315904617,0.10450000315904617,-0.0,-0.0,222.85676148805322
2020-09-17,OP10002238,OP10002650,-12381.089442073722,-10000,0.03590000048279762,0.03590000048279762,0.125,0.125,-0.0,-0.0,62.43157047617626
2020-09-18,OP10002238,OP10002650,-12381.089442073722,-10000,0.10509999841451645,0.10509999841451645,0.035100001841783524,0.035100001841783524,-0.0,-0.0,42.22861779823734
2020-09-21,OP10002238,OP10002650,-6149.7374013021645,-10000,0.06319999694824219,0.06319999694824219,0.06120000034570694,0.06120000034570694,-0.0,-0.0,257.7676807377276
2020-09-22,OP10002238,OP10002650,-6149.7374013021645,-10000,0.0272000003606081,0.0272000003606081,0.1014999970793724,0.1014999970793724,-0.0,-0.0,-181.60944187493104
2020-09-25,OP10002775,OP10002800,-9160.59299282235,-10000,0.08240000158548355,0.0272000003606081,0.11150000244379044,0.1014999970793724,505.6647444243792,100.0000536441803,-198.1205315457831
2020-09-28,OP10002775,OP10002800,-9160.59299282235,-10000,0.09260000288486481,0.09260000288486481,0.1054999977350235,0.1054999977350235,-0.0,-0.0,-33.43801334222144
2020-09-29,OP10002775,OP10002800,-9160.59299282235,-10000,0.09600000083446503,0.09600000083446503,0.10679999738931656,0.10679999738931656,-0.0,-0.0,-44.14599393564873
2020-09-30,OP10002775,OP10002800,-9160.59299282235,-10000,0.0820000022649765,0.0820000022649765,0.12389999628067017,0.12389999628067017,-0.0,-0.0,-42.75170011835655
2020-10-09,OP10002775,OP10002800,-9160.59299282235,-10000,0.07999999821186066,0.07999999821186066,0.038600001484155655,0.038600001484155655,-0.0,-0.0,871.3211710797344
2020-10-12,OP10002775,OP10002800,-9160.59299282235,-10000,0.15449999272823334,0.15449999272823334,0.010099999606609344,0.010099999606609344,-0.0,-0.0,-397.464108956524
2020-10-13,OP10002775,OP10002800,-1589.8126837286197,-10000,0.15000000596046448,0.15000000596046448,0.007799999788403511,0.007799999788403511,-0.0,-0.0,64.22254543467506
2020-10-14,OP10002775,OP10002800,-1589.8126837286197,-10000,0.13570000231266022,0.13570000231266022,0.007000000216066837,0.007000000216066837,-0.0,-0.0,30.73432290001148
2020-10-15,OP10002775,OP10002800,-1589.8126837286197,-10000,0.1388999968767166,0.1388999968767166,0.006899999920278788,0.006899999920278788,-0.0,-0.0,-4.087388987918997
2020-10-16,OP10002775,OP10002800,-1589.8126837286197,-10000,0.14000000059604645,0.14000000059604645,0.006500000134110451,0.006500000134110451,-0.0,-0.0,2.2511979965441418
2020-10-19,OP10002775,OP10002800,-1589.8126837286197,-10000,0.11490000039339066,0.11490000039339066,0.005400000140070915,0.005400000140070915,-0.0,-0.0,50.90429862416846
2020-10-20,OP10002775,OP10002800,-1589.8126837286197,-10000,0.11779999732971191,0.11779999732971191,0.0024999999441206455,0.0024999999441206455,-0.0,-0.0,24.38955004736502
2020-10-21,OP10002775,OP10002800,-660.7256767590519,-10000,0.1354999989271164,0.1354999989271164,0.0017999999690800905,0.0017999999690800905,-0.0,-0.0,-21.139687291164922
2020-10-22,OP10002775,OP10002800,-660.7256767590519,-10000,0.12280000001192093,0.12280000001192093,0.002199999988079071,0.002199999988079071,-0.0,-0.0,4.391215188091943
2020-10-23,OP10002775,OP10002800,-660.7256767590519,-10000,0.11509999632835388,0.11509999632835388,0.0024999999441206455,0.0024999999441206455,-0.0,-0.0,2.0875905844562848
2020-10-26,OP10002775,OP10002800,-660.7256767590519,-10000,0.05950000137090683,0.05950000137090683,0.00139999995008111,0.00139999995008111,-0.0,-0.0,47.736344236454435
2020-10-27,OP10002775,OP10002800,-660.7256767590519,-10000,0.047600001096725464,0.047600001096725464,0.00019999999494757503,0.00019999999494757503,-0.0,-0.0,19.862635285926736
2020-09-28,OP10002775,OP10002800,-8175.861900954116,-10000,0.09260000288486481,0.047600001096725464,0.1054999977350235,0.00019999999494757503,367.91380016251554,1052.9999774007592,-187.93841205586554
2020-09-29,OP10002775,OP10002800,-8175.861900954116,-10000,0.09600000083446503,0.09600000083446503,0.10679999738931656,0.10679999738931656,-0.0,-0.0,-40.79791024238915
2020-09-30,OP10002775,OP10002800,-8175.861900954116,-10000,0.0820000022649765,0.0820000022649765,0.12389999628067017,0.12389999628067017,-0.0,-0.0,-56.53793399584271
2020-10-09,OP10002775,OP10002800,-8175.861900954116,-10000,0.07999999821186066,0.07999999821186066,0.038600001484155655,0.038600001484155655,-0.0,-0.0,869.3517049047688
2020-10-12,OP10002775,OP10002800,-8175.861900954116,-10000,0.15449999272823334,0.15449999272823334,0.010099999606609344,0.010099999606609344,-0.0,-0.0,-324.1016480122389
2020-10-13,OP10002775,OP10002800,-1589.8126837286197,-10000,0.15000000596046448,0.15000000596046448,0.007799999788403511,0.007799999788403511,-0.0,-0.0,59.791268551457414
2020-10-14,OP10002775,OP10002800,-1589.8126837286197,-10000,0.13570000231266022,0.13570000231266022,0.007000000216066837,0.007000000216066837,-0.0,-0.0,30.73432290001148
2020-10-15,OP10002775,OP10002800,-1589.8126837286197,-10000,0.1388999968767166,0.1388999968767166,0.006899999920278788,0.006899999920278788,-0.0,-0.0,-4.087388987918997
2020-10-16,OP10002775,OP10002800,-1589.8126837286197,-10000,0.14000000059604645,0.14000000059604645,0.006500000134110451,0.006500000134110451,-0.0,-0.0,2.2511979965441418
2020-10-19,OP10002775,OP10002800,-1589.8126837286197,-10000,0.11490000039339066,0.11490000039339066,0.005400000140070915,0.005400000140070915,-0.0,-0.0,50.90429862416846
2020-10-20,OP10002775,OP10002800,-1589.8126837286197,-10000,0.11779999732971191,0.11779999732971191,0.0024999999441206455,0.0024999999441206455,-0.0,-0.0,24.38955004736502
2020-10-21,OP10002775,OP10002800,-660.7256767590519,-10000,0.1354999989271164,0.1354999989271164,0.0017999999690800905,0.0017999999690800905,-0.0,-0.0,-21.139687291164922
2020-10-22,OP10002775,OP10002800,-660.7256767590519,-10000,0.12280000001192093,0.12280000001192093,0.002199999988079071,0.002199999988079071,-0.0,-0.0,4.391215188091943
2020-10-23,OP10002775,OP10002800,-660.7256767590519,-10000,0.11509999632835388,0.11509999632835388,0.0024999999441206455,0.0024999999441206455,-0.0,-0.0,2.0875905844562848
2020-10-26,OP10002775,OP10002800,-660.7256767590519,-10000,0.05950000137090683,0.05950000137090683,0.00139999995008111,0.00139999995008111,-0.0,-0.0,47.736344236454435
2020-10-27,OP10002775,OP10002800,-660.7256767590519,-10000,0.047600001096725464,0.047600001096725464,0.00019999999494757503,0.00019999999494757503,-0.0,-0.0,19.862635285926736
2020-09-29,OP10002775,OP10002801,-10306.219077303815,-10000,0.09600000083446503,0.047600001096725464,0.15880000591278076,0.00019999999494757503,498.8210006385911,1586.0000591783319,-209.96630525932147
2020-09-30,OP10002775,OP10002801,-10306.219077303815,-10000,0.0820000022649765,0.0820000022649765,0.17800000309944153,0.17800000309944153,-0.0,-0.0,-47.71291952751892
2020-10-09,OP10002775,OP10002801,-10306.219077303815,-10000,0.07999999821186066,0.07999999821186066,0.0731000006198883,0.0731000006198883,-0.0,-0.0,1069.6125047224398
2020-10-12,OP10002775,OP10002801,-10306.219077303815,-10000,0.15449999272823334,0.15449999272823334,0.025299999862909317,0.025299999862909317,-0.0,-0.0,-289.81325717387983
2020-10-13,OP10002775,OP10002801,-3349.4661583237366,-10000,0.15000000596046448,0.15000000596046448,0.01850000023841858,0.01850000023841858,-0.0,-0.0,114.37784571850153
2020-10-14,OP10002775,OP10002801,-3349.4661583237366,-10000,0.13570000231266022,0.13570000231266022,0.01899999938905239,0.01899999938905239,-0.0,-0.0,42.897386775888236
2020-10-15,OP10002775,OP10002801,-3349.4661583237366,-10000,0.1388999968767166,0.1388999968767166,0.019099999219179153,0.019099999219179153,-0.0,-0.0,-11.718271800394442
2020-10-16,OP10002775,OP10002801,-3349.4661583237366,-10000,0.14000000059604645,0.14000000059604645,0.01759999990463257,0.01759999990463257,-0.0,-0.0,11.31556791354033
2020-10-19,OP10002775,OP10002801,-3349.4661583237366,-10000,0.11490000039339066,0.11490000039339066,0.01730000041425228,0.01730000041425228,-0.0,-0.0,87.07159615651737
2020-10-20,OP10002775,OP10002801,-3349.4661583237366,-10000,0.11779999732971191,0.11779999732971191,0.008999999612569809,0.008999999612569809,-0.0,-0.0,73.28656641937415
2020-10-21,OP10002775,OP10002801,-2098.439630774423,-10000,0.1354999989271164,0.1354999989271164,0.005799999926239252,0.005799999926239252,-0.0,-0.0,-27.285559489476817
2020-10-22,OP10002775,OP10002801,-2098.439630774423,-10000,0.12280000001192093,0.12280000001192093,0.006399999838322401,0.006399999838322401,-0.0,-0.0,20.650181913606858
